Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	is_outlier	outlier_info
gene-AUO97_RS02895	875	732	209	244	136	113	host	gatA	False	
gene-AUO97_RS17590	184	141	39	50	26	19	host	pfkB	False	
gene-AUO97_RS05465	332	297	88	120	76	48	host	gene-AUO97_RS05465	False	
gene-AUO97_RS08620	101	94	32	60	14	15	host	gene-AUO97_RS08620	False	
gene-AUO97_RS17050	138	118	35	40	14	7	host	gene-AUO97_RS17050	False	
gene-AUO97_RS04190	9	4	4	5	3	0	host	gene-AUO97_RS04190	False	
gene-AUO97_RS07060	28	23	2	12	7	1	host	gene-AUO97_RS07060	False	
gene-AUO97_RS09540	288	191	54	73	24	35	host	infA	False	
gene-AUO97_RS14015	24	17	7	8	2	2	host	gene-AUO97_RS14015	False	
gene-AUO97_RS15625	21	17	16	17	16	3	host	gene-AUO97_RS15625	False	
gene-AUO97_RS04140	166	138	33	51	17	13	host	gene-AUO97_RS04140	False	
gene-AUO97_RS08340	0	0	0	0	0	0	host	gene-AUO97_RS08340	False	
gene-AUO97_RS14765	41	40	20	29	11	16	host	gene-AUO97_RS14765	False	
gene-AUO97_RS03430	89	63	29	28	13	8	host	gene-AUO97_RS03430	False	
gene-AUO97_RS04420	211	192	44	39	28	26	host	gene-AUO97_RS04420	False	
gene-AUO97_RS02360	9	12	5	12	3	3	host	gene-AUO97_RS02360	False	
gene-AUO97_RS09565	46	42	23	30	14	13	host	gene-AUO97_RS09565	False	
gene-AUO97_RS14930	10	9	4	5	4	0	host	gene-AUO97_RS14930	False	
gene-AUO97_RS07405	7	8	1	2	1	0	host	gene-AUO97_RS07405	False	
gene-AUO97_RS03950	229	140	56	53	23	18	host	gene-AUO97_RS03950	False	
gene-AUO97_RS18430	71	56	24	21	9	7	host	leuE	False	
gene-AUO97_RS17855	39	30	6	15	5	4	host	gene-AUO97_RS17855	False	
gene-AUO97_RS14055	11	7	4	2	4	2	host	gene-AUO97_RS14055	False	
gene-AUO97_RS14735	347	329	88	90	37	34	host	tauC	False	
gene-AUO97_RS09635	338	258	178	177	90	59	host	gene-AUO97_RS09635	False	
gene-AUO97_RS18295	2	4	2	0	2	2	host	gene-AUO97_RS18295	False	
gene-AUO97_RS12395	5	8	1	3	2	0	host	gene-AUO97_RS12395	False	
gene-AUO97_RS13010	1	1	2	4	1	0	host	gene-AUO97_RS13010	False	
gene-AUO97_RS11130	371	273	108	124	48	42	host	dcd	False	
gene-AUO97_RS17865	105	62	57	62	24	19	host	gene-AUO97_RS17865	False	
gene-AUO97_RS12820	0	0	0	0	0	0	host	gene-AUO97_RS12820	False	
gene-AUO97_RS03790	0	0	0	0	0	0	host	gene-AUO97_RS03790	False	
gene-AUO97_RS04905	121	108	23	30	14	10	host	gene-AUO97_RS04905	False	
gene-AUO97_RS07245	11	5	4	9	2	2	host	gene-AUO97_RS07245	False	
gene-AUO97_RS10735	559	414	164	231	93	79	host	argJ	False	
gene-AUO97_RS14280	67	62	10	9	8	6	host	gene-AUO97_RS14280	False	
gene-AUO97_RS09470	126	78	31	38	11	11	host	hcaR	False	
gene-AUO97_RS05495	225	149	55	77	29	24	host	gene-AUO97_RS05495	False	
gene-AUO97_RS15485	0	0	0	0	0	0	host	gene-AUO97_RS15485	False	
gene-AUO97_RS10050	298	182	39	60	31	23	host	gene-AUO97_RS10050	False	
gene-AUO97_RS05790	743	578	168	243	144	96	host	dsbD	False	
gene-AUO97_RS12330	430	348	111	139	69	54	host	gene-AUO97_RS12330	False	
gene-AUO97_RS04540	147	107	38	47	22	11	host	ribA	False	
gene-AUO97_RS06410	203	168	119	124	46	35	host	gene-AUO97_RS06410	False	
gene-AUO97_RS13775	8	6	4	2	3	2	host	gene-AUO97_RS13775	False	
gene-AUO97_RS02140	6	12	3	3	0	0	host	gene-AUO97_RS02140	False	
gene-AUO97_RS00535	7	3	1	7	2	3	host	gene-AUO97_RS00535	False	
gene-AUO97_RS05415	1	0	2	0	0	0	host	gene-AUO97_RS05415	False	
gene-AUO97_RS15130	93	90	18	27	7	9	host	gene-AUO97_RS15130	False	
gene-AUO97_RS03125	128	111	25	26	10	15	host	gene-AUO97_RS03125	False	
gene-AUO97_RS17345	68	66	23	29	11	11	host	gene-AUO97_RS17345	False	
gene-AUO97_RS00200	667	480	270	318	143	97	host	rhlB	False	
gene-AUO97_RS13780	69	63	21	35	10	7	host	gene-AUO97_RS13780	False	
gene-AUO97_RS15690	0	0	0	0	0	1	host	gene-AUO97_RS15690	False	
gene-AUO97_RS09805	2	0	0	0	0	0	host	gene-AUO97_RS09805	False	
gene-AUO97_RS00420	12	11	4	4	1	3	host	gene-AUO97_RS00420	False	
gene-AUO97_RS08360	0	0	0	0	0	0	host	gene-AUO97_RS08360	False	
gene-AUO97_RS01650	0	0	0	0	0	0	host	gene-AUO97_RS01650	False	
gene-AUO97_RS13570	37	25	8	17	10	8	host	gene-AUO97_RS13570	False	
gene-AUO97_RS06085	125	83	20	30	14	11	host	gene-AUO97_RS06085	False	
gene-AUO97_RS10165	1	2	0	2	1	0	host	gene-AUO97_RS10165	False	
gene-AUO97_RS17750	430	326	114	110	59	30	host	uppS	False	
gene-AUO97_RS18570	0	0	0	0	0	0	host	gene-AUO97_RS18570	False	
gene-AUO97_RS14370	628	465	191	229	109	55	host	gene-AUO97_RS14370	False	
gene-AUO97_RS13165	0	0	0	0	0	0	host	gene-AUO97_RS13165	False	
gene-AUO97_RS18790	313	220	106	111	53	29	host	gene-AUO97_RS18790	False	
gene-AUO97_RS00105	324	235	70	98	61	37	host	gene-AUO97_RS00105	False	
gene-AUO97_RS04720	348	258	47	85	43	40	host	gene-AUO97_RS04720	False	
gene-AUO97_RS19465	8	9	3	1	2	0	host	gene-AUO97_RS19465	False	
gene-AUO97_RS19025	336	209	99	107	44	49	host	gene-AUO97_RS19025	False	
gene-AUO97_RS10260	145	122	30	50	25	21	host	gene-AUO97_RS10260	False	
gene-AUO97_RS02975	143	83	51	50	28	25	host	gene-AUO97_RS02975	False	
gene-AUO97_RS16705	0	0	0	0	0	0	host	gene-AUO97_RS16705	False	
gene-AUO97_RS12315	95	70	33	61	18	11	host	rsmD	False	
gene-AUO97_RS06470	131	99	31	37	12	8	host	gene-AUO97_RS06470	False	
gene-AUO97_RS12790	0	0	0	0	0	0	host	gene-AUO97_RS12790	False	
gene-AUO97_RS06950	1	0	0	0	0	0	host	tviB	False	
gene-AUO97_RS14510	37	28	12	10	3	1	host	gene-AUO97_RS14510	False	
gene-AUO97_RS08680	285	250	129	151	79	66	host	gluQRS	False	
gene-AUO97_RS14955	63	45	2	8	4	3	host	gene-AUO97_RS14955	False	
gene-AUO97_RS10565	20	11	4	2	3	2	host	gene-AUO97_RS10565	False	
gene-AUO97_RS08320	0	0	0	0	0	0	host	gene-AUO97_RS08320	False	
gene-AUO97_RS18865	244	195	103	74	38	29	host	gene-AUO97_RS18865	False	
gene-AUO97_RS06780	0	0	0	0	0	0	host	gene-AUO97_RS06780	False	
gene-AUO97_RS01070	166	151	107	156	27	37	host	gene-AUO97_RS01070	False	
gene-AUO97_RS14570	55	32	7	23	11	6	host	gene-AUO97_RS14570	False	
gene-AUO97_RS07565	35	33	17	14	8	8	host	mutY	False	
gene-AUO97_RS16580	8	2	2	0	0	0	host	gene-AUO97_RS16580	False	
gene-AUO97_RS11980	19	18	7	5	3	2	host	gene-AUO97_RS11980	False	
gene-AUO97_RS12025	0	5	1	2	0	0	host	gene-AUO97_RS12025	False	
gene-AUO97_RS17135	20	10	9	2	4	5	host	gene-AUO97_RS17135	False	
gene-AUO97_RS06975	875	585	160	165	82	72	host	gene-AUO97_RS06975	False	
gene-AUO97_RS00225	132	92	30	31	20	16	host	thiS	False	
gene-AUO97_RS13020	0	0	0	0	0	0	host	gene-AUO97_RS13020	False	
gene-AUO97_RS10665	225	182	27	37	15	10	host	gene-AUO97_RS10665	False	
gene-AUO97_RS07030	505	340	185	263	107	76	host	ubiG	False	
gene-AUO97_RS16670	18	14	5	5	1	1	host	gene-AUO97_RS16670	False	
gene-M172_gp32	12988	15921	95789	130219	128848	100255	phage	gene-M172_gp32	False	
gene-AUO97_RS15355	83	68	13	26	4	7	host	gene-AUO97_RS15355	False	
gene-AUO97_RS08610	239	159	43	47	25	11	host	gene-AUO97_RS08610	False	
gene-AUO97_RS13925	20	19	7	22	0	2	host	gene-AUO97_RS13925	False	
gene-AUO97_RS07380	28	24	10	16	6	4	host	gene-AUO97_RS07380	False	
gene-AUO97_RS16360	19	8	1	6	5	1	host	gene-AUO97_RS16360	False	
gene-AUO97_RS06115	142	99	23	45	22	14	host	gene-AUO97_RS06115	False	
gene-AUO97_RS03655	0	1	0	0	0	0	host	gene-AUO97_RS03655	False	
gene-AUO97_RS12785	0	0	0	0	0	0	host	gene-AUO97_RS12785	False	
gene-AUO97_RS19160	1	1	0	3	0	1	host	gene-AUO97_RS19160	False	
gene-AUO97_RS17095	31	18	11	11	2	4	host	gene-AUO97_RS17095_gene_pcaD	False	
gene-AUO97_RS03895	35	25	5	6	6	3	host	gene-AUO97_RS03895	False	
gene-AUO97_RS09415	16	14	8	8	2	3	host	gene-AUO97_RS09415	False	
gene-AUO97_RS17400	87	79	29	43	16	8	host	gene-AUO97_RS17400	False	
gene-AUO97_RS19705	0	0	0	0	0	0	host	gene-AUO97_RS19705	False	
gene-AUO97_RS09020	7	4	6	4	1	2	host	gene-AUO97_RS09020	False	
gene-AUO97_RS05640	281	223	62	80	55	28	host	recJ	False	
gene-AUO97_RS05995	0	0	0	0	0	0	host	arsH	False	
gene-AUO97_RS06720	9	2	3	2	5	0	host	gene-AUO97_RS06720	False	
gene-AUO97_RS02390	364	298	196	231	44	31	host	gene-AUO97_RS02390	False	
gene-AUO97_RS12080	471	337	152	174	106	77	host	metH	False	
gene-AUO97_RS14875	475	325	94	106	81	57	host	dapC	False	
gene-AUO97_RS17010	290	191	120	131	47	44	host	gene-AUO97_RS17010	False	
gene-AUO97_RS04730	137	111	20	36	18	14	host	gene-AUO97_RS04730_gene_yccS	False	
gene-AUO97_RS04120	811	600	217	261	143	82	host	miaB	False	
gene-AUO97_RS10330	27	29	9	17	4	1	host	mazG	False	
gene-AUO97_RS16550	15	15	3	6	1	6	host	adeS	False	
gene-AUO97_RS19535	45	30	15	32	7	9	host	gene-AUO97_RS19535	False	
gene-AUO97_RS11170	762	543	227	258	139	100	host	ffh	False	
gene-AUO97_RS10535	46	42	12	18	11	6	host	gene-AUO97_RS10535	False	
gene-AUO97_RS17545	12	11	10	13	3	0	host	gene-AUO97_RS17545	False	
gene-AUO97_RS05310	31	27	16	20	9	10	host	gene-AUO97_RS05310	False	
gene-AUO97_RS00140	313	233	72	78	36	30	host	gene-AUO97_RS00140	False	
gene-AUO97_RS06555	114	79	24	22	14	9	host	gene-AUO97_RS06555	False	
gene-AUO97_RS12035	1	0	0	0	1	0	host	gene-AUO97_RS12035	False	
gene-AUO97_RS19355	58	48	26	39	17	11	host	gene-AUO97_RS19355	False	
gene-AUO97_RS06525	97	77	10	23	11	5	host	gene-AUO97_RS06525	False	
gene-AUO97_RS15955	76	48	13	15	13	14	host	gene-AUO97_RS15955	False	
gene-AUO97_RS17500	402	325	110	129	54	59	host	ftsY	False	
gene-AUO97_RS00760	41	36	17	25	5	7	host	gene-AUO97_RS00760	False	
gene-AUO97_RS08725	147	103	44	65	26	23	host	phoU	False	
gene-AUO97_RS11565	196	162	77	94	22	32	host	aat	False	
gene-AUO97_RS06645	7	3	1	2	2	0	host	abaI	False	
gene-AUO97_RS00785	13	14	4	6	3	3	host	basH	False	
gene-AUO97_RS11125	328	256	77	94	36	28	host	gene-AUO97_RS11125	False	
gene-AUO97_RS05930	1	0	0	0	0	0	host	gene-AUO97_RS05930	False	
gene-AUO97_RS14755	44	25	17	24	8	5	host	gene-AUO97_RS14755	False	
gene-AUO97_RS14810	396	319	141	229	92	80	host	gene-AUO97_RS14810_gene_ahpF	False	
gene-AUO97_RS04440	213	182	56	68	34	20	host	yihA	False	
gene-AUO97_RS07175	181	139	50	68	32	13	host	gene-AUO97_RS07175	False	
gene-AUO97_RS17280	57	27	10	12	7	6	host	gene-AUO97_RS17280	False	
gene-AUO97_RS16405	83	54	9	12	4	4	host	gene-AUO97_RS16405	False	
gene-AUO97_RS06805	1	2	0	3	1	1	host	gene-AUO97_RS06805	False	
gene-AUO97_RS12615	0	0	0	0	0	0	host	gene-AUO97_RS12615	False	
gene-AUO97_RS11270	295	259	161	197	83	73	host	gene-AUO97_RS11270	False	
gene-AUO97_RS12165	649	503	125	165	78	59	host	ppk1	False	
gene-AUO97_RS14980	296	181	80	74	41	33	host	gene-AUO97_RS14980	False	
gene-AUO97_RS16170	44	35	9	17	1	4	host	gene-AUO97_RS16170	False	
gene-AUO97_RS03035	280	233	72	66	29	16	host	dapE	False	
gene-AUO97_RS00840	6	2	1	1	1	1	host	bauC	False	
gene-AUO97_RS15405	104	83	25	26	18	18	host	tadA	False	
gene-AUO97_RS09910	182	129	77	113	30	26	host	gene-AUO97_RS09910	False	
gene-AUO97_RS12885	0	0	0	0	0	0	host	gene-AUO97_RS12885	False	
gene-AUO97_RS06620	3	3	0	3	3	0	host	gene-AUO97_RS06620	False	
gene-AUO97_RS00765	118	84	29	37	26	20	host	hemE	False	
gene-AUO97_RS05205	323	221	115	150	57	51	host	hisA	False	
gene-AUO97_RS07705	271	257	101	97	45	43	host	hutH	False	
gene-AUO97_RS16900	0	0	0	0	0	0	host	gene-AUO97_RS16900	False	
gene-AUO97_RS03080	495	348	100	111	67	46	host	gene-AUO97_RS03080	False	
gene-AUO97_RS13170	0	0	0	0	0	0	host	gene-AUO97_RS13170	False	
gene-AUO97_RS16095	62	36	18	25	10	14	host	gene-AUO97_RS16095	False	
gene-AUO97_RS06125	46	28	5	10	2	3	host	gene-AUO97_RS06125	False	
gene-AUO97_RS18595	137	76	53	49	17	25	host	gene-AUO97_RS18595	False	
gene-AUO97_RS19610	0	2	0	2	0	0	host	gene-AUO97_RS19610	False	
gene-AUO97_RS02645	535	420	124	153	86	51	host	gene-AUO97_RS02645	False	
gene-AUO97_RS13180	0	0	0	0	0	0	host	gene-AUO97_RS13180	False	
gene-AUO97_RS10495	231	159	73	58	39	24	host	gene-AUO97_RS10495	False	
gene-AUO97_RS12180	428	336	120	121	64	50	host	estB	False	
gene-AUO97_RS13370	134	94	52	58	24	19	host	gene-AUO97_RS13370	False	
gene-AUO97_RS06365	684	553	178	244	118	100	host	gene-AUO97_RS06365_gene_def	False	
gene-AUO97_RS12215	737	588	191	229	106	60	host	cysD	False	
gene-AUO97_RS14025	22	25	4	10	8	2	host	tssA	False	
gene-AUO97_RS14270	253	189	55	60	37	36	host	gene-AUO97_RS14270	False	
gene-AUO97_RS02935	348	244	115	137	57	50	host	gene-AUO97_RS02935	False	
gene-AUO97_RS11505	62	44	8	7	5	1	host	gene-AUO97_RS11505	False	
gene-AUO97_RS08540	70	45	28	23	7	4	host	gene-AUO97_RS08540	False	
gene-AUO97_RS07185	816	589	165	185	90	71	host	grpE	False	
gene-AUO97_RS12350	144	120	43	53	33	17	host	gdhA	False	
gene-AUO97_RS18710	38	27	6	8	4	0	host	gene-AUO97_RS18710	False	
gene-AUO97_RS19925	0	0	0	0	0	0	host	gene-AUO97_RS19925	False	
gene-AUO97_RS17195	41	51	7	6	9	10	host	gene-AUO97_RS17195	False	
gene-AUO97_RS13890	2	2	3	4	0	2	host	gene-AUO97_RS13890	False	
gene-AUO97_RS06070	124	90	23	21	7	6	host	gene-AUO97_RS06070	False	
gene-AUO97_RS13635	643	481	212	250	135	85	host	cysS	False	
gene-AUO97_RS15105	42	29	9	12	8	8	host	queG	False	
gene-AUO97_RS11040	127	132	36	42	17	20	host	gene-AUO97_RS11040	False	
gene-AUO97_RS00510	546	450	150	159	54	61	host	gene-AUO97_RS00510	False	
gene-AUO97_RS17385	533	413	200	237	127	84	host	clpS	False	
gene-AUO97_RS03970	422	296	117	145	77	59	host	pdxA	False	
gene-AUO97_RS01980	96	78	19	25	13	4	host	gene-AUO97_RS01980	False	
gene-AUO97_RS08940	11	9	4	5	1	0	host	gene-AUO97_RS08940	False	
gene-AUO97_RS19090	654	557	219	240	52	42	host	gene-AUO97_RS19090	False	
gene-AUO97_RS02600	82	52	22	14	12	5	host	gene-AUO97_RS02600	False	
gene-AUO97_RS15645	9	5	4	8	5	5	host	gene-AUO97_RS15645	False	
gene-AUO97_RS03435	372	285	136	151	85	58	host	gene-AUO97_RS03435	False	
gene-AUO97_RS09450	101	86	25	39	29	7	host	gene-AUO97_RS09450	False	
gene-AUO97_RS06595	9	3	1	5	0	0	host	gene-AUO97_RS06595	False	
gene-AUO97_RS19545	13	14	3	3	1	6	host	gene-AUO97_RS19545	False	
gene-AUO97_RS18915	38	31	17	27	11	9	host	gene-AUO97_RS18915	False	
gene-AUO97_RS11180	206	142	45	54	17	17	host	gene-AUO97_RS11180	False	
gene-AUO97_RS01385	53	38	23	25	5	5	host	gene-AUO97_RS01385	False	
gene-AUO97_RS18010	8	6	5	2	2	2	host	gene-AUO97_RS18010	False	
gene-AUO97_RS02290	109	70	27	33	10	7	host	gene-AUO97_RS02290	False	
gene-AUO97_RS02175	52	32	27	7	9	11	host	gene-AUO97_RS02175	False	
gene-AUO97_RS05605	432	292	71	96	54	35	host	gene-AUO97_RS05605	False	
gene-AUO97_RS02095	71	67	30	28	19	10	host	epmA	False	
gene-AUO97_RS15225	90	85	29	47	18	13	host	gene-AUO97_RS15225	False	
gene-AUO97_RS05585	19	21	12	21	8	0	host	gene-AUO97_RS05585	False	
gene-AUO97_RS08365	0	0	0	0	0	0	host	gene-AUO97_RS08365	False	
gene-AUO97_RS01300	424	363	110	127	49	37	host	gene-AUO97_RS01300	False	
gene-AUO97_RS15635	2	3	1	3	1	0	host	gene-AUO97_RS15635	False	
gene-AUO97_RS06375	24	24	5	16	4	3	host	dprA	False	
gene-AUO97_RS07425	144	116	61	73	20	30	host	gene-AUO97_RS07425	False	
gene-AUO97_RS06460	294	221	121	168	36	36	host	gene-AUO97_RS06460	False	
gene-AUO97_RS03050	109	71	36	44	24	21	host	gene-AUO97_RS03050	False	
gene-AUO97_RS08545	508	377	191	195	105	78	host	glnK	False	
gene-AUO97_RS07495	71	46	27	26	8	5	host	gene-AUO97_RS07495	False	
gene-AUO97_RS00010	25	20	9	15	3	3	host	gene-AUO97_RS00010	False	
gene-AUO97_RS14585	17	11	5	9	1	5	host	gene-AUO97_RS14585	False	
gene-AUO97_RS16185	199	147	35	27	19	19	host	gene-AUO97_RS16185	False	
gene-AUO97_RS03720	0	0	0	0	0	0	host	gene-AUO97_RS03720	False	
gene-AUO97_RS05250	10	12	6	7	2	2	host	gene-AUO97_RS05250	False	
gene-AUO97_RS12515	72	47	8	13	10	2	host	gene-AUO97_RS12515	False	
gene-AUO97_RS08745	156	117	52	56	20	30	host	gene-AUO97_RS08745	False	
gene-AUO97_RS06355	125	85	48	52	20	21	host	gene-AUO97_RS06355	False	
gene-AUO97_RS13485	54	33	13	25	12	9	host	cueR	False	
gene-AUO97_RS08555	187	155	66	37	32	17	host	nrdR	False	
gene-AUO97_RS08190	0	0	0	0	0	0	host	gene-AUO97_RS08190	False	
gene-AUO97_RS06660	13	9	4	5	1	4	host	gene-AUO97_RS06660	False	
gene-AUO97_RS12415	18	20	5	6	2	2	host	gene-AUO97_RS12415	False	
gene-AUO97_RS16260	219	199	74	97	45	27	host	gene-AUO97_RS16260	False	
gene-AUO97_RS17330	571	487	223	259	156	99	host	gene-AUO97_RS17330	False	
gene-AUO97_RS06345	31	24	7	12	5	4	host	gene-AUO97_RS06345	False	
gene-AUO97_RS14960	24	17	8	3	1	3	host	gene-AUO97_RS14960	False	
gene-AUO97_RS01345	522	394	200	202	66	50	host	gene-AUO97_RS01345	False	
gene-AUO97_RS04235	207	170	45	54	30	13	host	gene-AUO97_RS04235	False	
gene-AUO97_RS15250	22	13	4	6	5	3	host	gene-AUO97_RS15250	False	
gene-AUO97_RS11600	646	524	191	199	116	77	host	minC	False	
gene-AUO97_RS18805	5	6	1	0	0	2	host	gene-AUO97_RS18805	False	
gene-AUO97_RS05800	571	406	154	162	69	46	host	gene-AUO97_RS05800	False	
gene-AUO97_RS12570	25	9	4	4	0	1	host	gene-AUO97_RS12570	False	
gene-AUO97_RS03365	36	25	6	16	3	5	host	gene-AUO97_RS03365	False	
gene-AUO97_RS01325	425	321	90	97	44	44	host	gene-AUO97_RS01325	False	
gene-AUO97_RS09400	268	202	109	105	27	26	host	gene-AUO97_RS09400	False	
gene-AUO97_RS07870	219	163	108	153	82	66	host	gene-AUO97_RS07870	False	
gene-AUO97_RS17850	42	34	7	21	4	5	host	gene-AUO97_RS17850	False	
gene-M172_gp04	199929	240955	188794	228840	91208	75836	phage	gene-M172_gp04	False	
gene-AUO97_RS01210	573	431	143	175	93	60	host	hemL	False	
gene-AUO97_RS10210	498	372	131	146	56	44	host	gene-AUO97_RS10210	False	
gene-AUO97_RS13640	490	371	119	126	62	58	host	gene-AUO97_RS13640	False	
gene-AUO97_RS13940	68	64	17	8	4	7	host	gene-AUO97_RS13940	False	
gene-AUO97_RS02180	0	0	0	0	0	0	host	gene-AUO97_RS02180	False	
gene-AUO97_RS17005	0	0	0	0	0	0	host	gene-AUO97_RS17005	False	
gene-AUO97_RS02880	502	339	127	162	109	77	host	mreC	False	
gene-AUO97_RS00145	120	89	57	49	16	9	host	gene-AUO97_RS00145	False	
gene-AUO97_RS12445	255	325	119	174	69	76	host	gene-AUO97_RS12445	False	
gene-AUO97_RS18040	6	3	2	1	0	0	host	gene-AUO97_RS18040	False	
gene-M172_gp21	123006	134853	259707	310555	134706	101571	phage	gene-M172_gp21	False	
gene-AUO97_RS02460	279	224	50	59	14	22	host	gene-AUO97_RS02460	False	
gene-AUO97_RS04435	64	46	17	25	16	10	host	gene-AUO97_RS04435	False	
gene-AUO97_RS14625	0	0	0	0	0	0	host	gcvA	False	
gene-AUO97_RS10335	25	21	5	9	0	0	host	gene-AUO97_RS10335	False	
gene-AUO97_RS09050	269	239	85	122	29	16	host	gene-AUO97_RS09050	False	
gene-AUO97_RS16400	6	6	2	5	0	1	host	gene-AUO97_RS16400	False	
gene-AUO97_RS19870	0	3	0	1	0	0	host	gene-AUO97_RS19870	False	
gene-AUO97_RS00870	11	7	6	13	2	0	host	gene-AUO97_RS00870	False	
gene-AUO97_RS19555	0	0	0	0	0	0	host	gene-AUO97_RS19555	False	
gene-AUO97_RS05575	62	41	8	12	7	5	host	msuE	False	
gene-AUO97_RS18800	48	34	12	15	6	3	host	gene-AUO97_RS18800	False	
gene-AUO97_RS07690	64	27	10	13	3	7	host	hutC	False	
gene-AUO97_RS18645	32	29	22	36	3	7	host	eutC	False	
gene-AUO97_RS13285	456	321	125	162	69	64	host	gene-AUO97_RS13285	False	
gene-AUO97_RS06380	102	83	37	31	25	2	host	gene-AUO97_RS06380	False	
gene-AUO97_RS10235	167	113	59	59	24	17	host	gene-AUO97_RS10235	False	
gene-AUO97_RS01565	67	47	15	17	5	6	host	cysT	False	
gene-AUO97_RS17420	172	130	39	53	13	13	host	gene-AUO97_RS17420	False	
gene-AUO97_RS14855	644	417	183	171	74	54	host	msrB	False	
gene-AUO97_RS18175	0	0	1	0	1	0	host	gene-AUO97_RS18175	False	
gene-AUO97_RS03395	381	339	63	120	32	36	host	gene-AUO97_RS03395	False	
gene-AUO97_RS04480	117	121	30	38	25	16	host	gene-AUO97_RS04480	False	
gene-AUO97_RS13705	135	102	33	50	9	10	host	fdxA	False	
gene-AUO97_RS16645	18	7	4	6	0	0	host	gene-AUO97_RS16645	False	
gene-AUO97_RS14530	75	69	14	34	11	10	host	gene-AUO97_RS14530	False	
gene-AUO97_RS10520	289	210	57	82	44	24	host	gspE	False	
gene-AUO97_RS16790	19	17	8	10	9	2	host	gene-AUO97_RS16790	False	
gene-AUO97_RS12275	10	4	4	3	1	2	host	ureA	False	
gene-AUO97_RS18250	0	0	0	0	0	0	host	gene-AUO97_RS18250	False	
gene-AUO97_RS18500	104	99	44	42	6	3	host	gene-AUO97_RS18500	False	
gene-AUO97_RS18400	351	277	79	90	41	37	host	gene-AUO97_RS18400	False	
gene-AUO97_RS13410	258	177	102	138	59	47	host	gene-AUO97_RS13410	False	
gene-AUO97_RS10765	367	306	77	92	23	19	host	add	False	
gene-AUO97_RS15720	12	15	9	21	2	8	host	gene-AUO97_RS15720	False	
gene-AUO97_RS14795	42	27	12	12	4	6	host	gene-AUO97_RS14795	False	
gene-AUO97_RS01695	0	0	0	0	0	0	host	gene-AUO97_RS01695	False	
gene-AUO97_RS05260	29	22	8	10	2	2	host	gene-AUO97_RS05260	False	
gene-AUO97_RS15930	555	445	182	216	115	81	host	gene-AUO97_RS15930	False	
gene-AUO97_RS17680	183	142	41	55	10	20	host	gene-AUO97_RS17680	False	
gene-AUO97_RS18270	0	0	1	1	0	0	host	gene-AUO97_RS18270	False	
gene-AUO97_RS10595	269	206	63	55	31	18	host	ibaG	False	
gene-AUO97_RS13905	30	19	7	14	1	2	host	gene-AUO97_RS13905	False	
gene-AUO97_RS16180	283	202	63	69	23	8	host	recR	False	
gene-AUO97_RS18375	44	33	13	17	11	6	host	gene-AUO97_RS18375	False	
gene-AUO97_RS16120	40	26	16	15	9	3	host	gene-AUO97_RS16120	False	
gene-AUO97_RS04210	572	327	120	161	36	27	host	gene-AUO97_RS04210	False	
gene-AUO97_RS11960	9	11	4	3	5	0	host	gene-AUO97_RS11960	False	
gene-AUO97_RS09700	495	369	168	209	101	93	host	gene-AUO97_RS09700	False	
gene-AUO97_RS00495	273	225	89	91	62	22	host	gene-AUO97_RS00495	False	
gene-AUO97_RS04640	187	165	60	95	33	28	host	gene-AUO97_RS04640	False	
gene-AUO97_RS07360	29	27	12	20	9	7	host	gene-AUO97_RS07360	False	
gene-AUO97_RS14525	53	46	7	12	4	8	host	gene-AUO97_RS14525	False	
gene-AUO97_RS17575	41	35	21	14	8	5	host	gene-AUO97_RS17575	False	
gene-AUO97_RS08510	147	109	34	63	11	12	host	gene-AUO97_RS08510	False	
gene-AUO97_RS09040	278	191	79	71	33	29	host	recN	False	
gene-AUO97_RS05510	27	18	10	17	3	4	host	gene-AUO97_RS05510	False	
gene-AUO97_RS05890	0	0	0	0	0	0	host	gene-AUO97_RS05890	False	
gene-AUO97_RS05600	233	168	57	31	22	16	host	gene-AUO97_RS05600	False	
gene-AUO97_RS15630	6	6	6	6	2	1	host	gene-AUO97_RS15630	False	
gene-AUO97_RS00475	5	4	4	1	0	1	host	gene-AUO97_RS00475	False	
gene-AUO97_RS17125	10	13	6	4	5	1	host	gene-AUO97_RS17125	False	
gene-AUO97_RS18120	0	0	0	0	0	0	host	gene-AUO97_RS18120	False	
gene-AUO97_RS01630	655	494	172	230	127	97	host	gene-AUO97_RS01630	False	
gene-AUO97_RS08675	499	375	135	119	79	67	host	ftsW	False	
gene-AUO97_RS16065	2	4	2	2	3	0	host	gene-AUO97_RS16065	False	
gene-AUO97_RS02800	62	48	24	16	12	8	host	gene-AUO97_RS02800	False	
gene-AUO97_RS03270	16	24	12	17	10	3	host	gene-AUO97_RS03270	False	
gene-AUO97_RS05820	12	8	4	1	2	2	host	uraH	False	
gene-AUO97_RS00920	0	0	0	0	0	0	host	gene-AUO97_RS00920	False	
gene-AUO97_RS05865	0	0	0	0	0	0	host	gene-AUO97_RS05865	False	
gene-AUO97_RS16815	22	11	9	9	0	1	host	gene-AUO97_RS16815	False	
gene-M172_gp49	745	904	5810	8602	56969	47436	phage	gene-M172_gp49	False	
gene-AUO97_RS15805	165	134	31	46	13	16	host	gene-AUO97_RS15805	False	
